DIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
GANGETIC WEST BENGAL,1978,1.4,21.2,50.5,49.8,116.3,253,274.1,349.1,591.8,148.8,10.3,6.4,1872.5,22.6,216.5,1467.9,165.5
GANGETIC WEST BENGAL,1979,16,27.3,8.4,28,22.3,282.9,296.4,229.6,167,48,11.5,20.4,1157.9,43.3,58.7,975.9,79.9
GANGETIC WEST BENGAL,1980,15.5,22.6,60.9,21.8,109.9,303.6,403.2,243.3,181,158.6,0,0.4,1521,38.1,192.7,1131.2,159.1
GANGETIC WEST BENGAL,1981,13.7,63.9,64.8,110.8,250.9,321.4,417.7,327.7,250,11.6,3.8,72.8,1909,77.6,426.5,1316.7,88.2
GANGETIC WEST BENGAL,1982,2.4,35.8,87.2,70.9,37.1,196,224.5,308.9,101.1,29.2,17.9,0,1111,38.2,195.2,830.4,47.1
GANGETIC WEST BENGAL,1983,9.1,39.2,47,44.2,132.5,188.9,207.6,365.4,247.4,167.6,1.1,13.6,1463.6,48.2,223.7,1009.4,182.3
GANGETIC WEST BENGAL,1984,19.1,2.6,0.6,46.6,82.6,597.1,332.7,442.2,196.4,111.8,0,0,1831.7,21.7,129.8,1568.4,111.8
GANGETIC WEST BENGAL,1985,10.9,22,8.8,24.1,99.6,280.4,286.3,340.6,201.8,137.2,1.8,0,1413.4,32.9,132.4,1109.1,139
GANGETIC WEST BENGAL,1986,9.6,6.3,7.1,48.5,146.1,227.9,313.4,181.2,522.2,201.5,106.4,20.6,1791,15.9,201.7,1244.8,328.5
GANGETIC WEST BENGAL,1987,1.8,7.1,18.9,76.6,91.7,146.9,427.4,473,262.6,34.1,43.7,7.7,1591.5,8.9,187.2,1309.9,85.5
GANGETIC WEST BENGAL,1988,1.7,22.9,53.5,45.3,109.3,508.8,299.9,292.6,207.1,100.4,39.5,0.5,1681.5,24.6,208.1,1308.4,140.4
GANGETIC WEST BENGAL,1989,0.4,4.9,6.1,5.4,173.6,318.2,414.5,291.4,284.2,105.5,3.7,18.3,1626.3,5.3,185.1,1308.3,127.5
GANGETIC WEST BENGAL,1990,2.2,62.2,119,79.3,147.6,268.2,520.2,236.3,300.7,174.2,47.9,3.5,1961.3,64.4,346,1325.4,225.6
GANGETIC WEST BENGAL,1991,27.8,11.4,41.7,34.5,66.1,257.4,381.2,331.3,249.2,125.6,15.6,67.5,1609.1,39.2,142.2,1219,208.7
GANGETIC WEST BENGAL,1992,14,49.5,0.1,25,127,239.9,407.6,254.1,226.6,66.2,4.4,0.2,1414.6,63.5,152.1,1128.3,70.7
GANGETIC WEST BENGAL,1993,0.3,3.8,40.8,78.6,116.2,328.5,280,357.7,421.4,94.2,38.2,0,1759.7,4,235.6,1387.6,132.5
GANGETIC WEST BENGAL,1994,23.8,48.8,7.3,63.7,98,310.1,426.1,294.4,166.1,82.9,9.6,0,1530.8,72.6,169,1196.8,92.5
GANGETIC WEST BENGAL,1995,20.2,30.1,8.7,10.1,202.9,185.4,401.1,413,411.5,86.4,160.5,6.2,1936,50.3,221.7,1411,253.1
GANGETIC WEST BENGAL,1996,11,13.2,10.4,39.2,67.5,336,251.3,472,143.5,155.9,4.1,0,1504,24.2,117,1202.7,160
GANGETIC WEST BENGAL,1997,18.7,23.6,44.2,101.8,98.2,219.6,437.3,387.3,244,27.8,30.5,24.9,1657.7,42.3,244.1,1288.1,83.1
GANGETIC WEST BENGAL,1998,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.7,83.9,268.9,1011.5,268.4
GANGETIC WEST BENGAL,1999,0.1,0.7,1.6,10.5,217.9,268.8,405.2,375.4,467.8,195.3,13.7,0,1957,0.8,230,1517.2,209
GANGETIC WEST BENGAL,2000,9.5,57.9,3.8,54,215,205.6,341.5,178.4,428.4,76.2,1.6,0.1,1572.1,67.4,272.8,1153.9,77.9
GANGETIC WEST BENGAL,2001,0.3,1.9,32.8,49.4,175.8,384.2,269.3,248.7,205.9,163.6,8.8,0,1540.6,2.2,258,1108,172.4
GANGETIC WEST BENGAL,2002,26.3,1.5,26.6,77.4,114.1,347.7,281.6,289.3,326.4,71.5,50.9,0.1,1613.3,27.8,218.1,1244.9,122.5
GANGETIC WEST BENGAL,2003,0.5,11.7,70,36.3,81.9,280.5,253.4,239.3,155,341.5,8.9,17.7,1496.7,12.2,188.2,928.2,368.1
GANGETIC WEST BENGAL,2004,3.3,1.6,14.9,62.8,72.9,287.5,250.7,389.9,264.3,220.7,0,0.8,1569.4,4.9,150.7,1192.3,221.5
GANGETIC WEST BENGAL,2005,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.9,38.6,207,1002.6,356.6
GANGETIC WEST BENGAL,2006,0.8,3,10.6,60.5,120.8,221,486.6,320.3,380.9,49.7,5.9,0.3,1660.5,3.9,191.9,1408.8,55.9
GANGETIC WEST BENGAL,2007,3.9,56.2,39.3,38.7,98.7,226.3,610.1,328,459.9,55.8,24.6,0,1941.4,60.1,176.7,1624.2,80.4
GANGETIC WEST BENGAL,2008,49.4,12.4,11.5,42.8,94.4,414.5,338.4,252.2,267.3,72.3,0,0.2,1555.2,61.8,148.8,1272.3,72.4
GANGETIC WEST BENGAL,2009,2.4,1.4,17.9,2.6,229,69.7,277.6,332.7,294.6,77.3,9.4,0.3,1315,3.8,249.5,974.6,87.1
GANGETIC WEST BENGAL,2010,0.2,10.3,8,15.9,127.5,189.3,196.3,192.6,192.6,96.2,6.3,29.7,1064.8,10.5,151.3,770.7,132.2
GANGETIC WEST BENGAL,2011,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.5,5.2,248.1,1393.6,39.6
GANGETIC WEST BENGAL,2012,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8
GANGETIC WEST BENGAL,2013,2.5,10,4.8,45.6,195.9,233.4,263.2,401.4,254,353.2,0,0,1764.1,12.5,246.3,1152,353.3
GANGETIC WEST BENGAL,2014,0.9,42.2,19.9,1.9,124.4,193.6,298.7,292.6,229.5,56.9,0.1,0.6,1261.4,43.1,146.2,1014.4,57.7
GANGETIC WEST BENGAL,2015,12.9,5.5,19.3,88.7,57.6,247.2,633.1,260.6,164,32.7,2.3,6.3,1530.3,18.4,165.6,1304.9,41.3
ORISSA,1901,39.5,65.1,16.1,51.6,79,78.2,288.4,307.7,185.3,76.6,96.7,0,1284.2,104.6,146.7,859.6,173.3
ORISSA,1902,3.4,0.2,14.2,101.1,56.7,108.3,437.4,349.1,202.7,33.2,13,29.6,1349,3.5,172.1,1097.6,75.8
ORISSA,1903,19.7,18.9,10.5,34.6,73.3,154.3,410.4,295.2,265.6,228.5,46.2,11,1568.3,38.6,118.5,1125.5,285.7
ORISSA,1904,0.2,12.2,20.6,10.1,100.2,342.9,336.7,350.4,227.8,111.8,0,1.9,1514.8,12.4,130.9,1257.8,113.7
ORISSA,1905,24.3,17.2,66.3,56.9,107.5,92,330.1,281.4,344.1,36.4,0.7,0.4,1357.3,41.5,230.7,1047.6,37.5
ORISSA,1906,19.8,88.3,40.9,5,46.3,219,348.8,261.8,251.7,86.2,13,27.4,1408.2,108.1,92.2,1081.3,126.7
ORISSA,1907,0.1,16.9,57.4,105.1,39.8,226.3,203.9,531.8,204.8,15.9,14,31.2,1447.1,17,202.3,1166.8,61.1
ORISSA,1908,36.2,0.6,12.2,9.9,59.3,218.7,327.2,507.3,213.9,45.3,0,0,1430.6,36.8,81.4,1267.1,45.3
ORISSA,1909,5.7,11.9,4.8,148.4,53.1,288.2,452.7,234.3,234,42.3,1.8,58.1,1535.5,17.7,206.3,1209.2,102.2
ORISSA,1910,10.6,0.6,2.1,52.7,60.6,258.8,381.8,368.7,237.9,216.2,8.5,0,1598.5,11.2,115.5,1247.1,224.7
ORISSA,1911,0,2.7,26.2,18.6,56.6,351.6,172.2,406.2,270,92.3,15,5.9,1417.3,2.7,101.4,1200,113.2
ORISSA,1912,1,62.5,10.4,49.3,39.6,113,388.4,405.6,216.4,64.5,46.5,0,1397.2,63.5,99.3,1123.4,111
ORISSA,1913,1.2,56.3,9.6,12.3,87.1,230,448,356.4,166.3,149.7,25.7,1.7,1544.3,57.5,108.9,1200.7,177.1
ORISSA,1914,0,20.2,12.7,64.6,175,255.8,397.7,309.7,342.2,12.9,1,6.8,1598.5,20.2,252.3,1305.3,20.7
ORISSA,1915,15.4,21.4,37.3,25.2,74.5,165.1,239.4,313,270.8,149.2,125.6,0,1437.1,36.9,137.1,988.3,274.8
ORISSA,1916,0,4.9,0.8,33.8,45.5,339.6,250.7,334.7,197.6,216.1,55.8,0,1479.4,5,80.1,1122.5,271.9
ORISSA,1917,0,68.5,24,26,95.1,336.3,319,319.4,280.6,364.4,16.4,0.3,1850.1,68.5,145.2,1255.4,381.1
ORISSA,1918,10.8,0.3,19.3,28.5,127.7,363.3,216.5,324.8,190.1,7.5,5.1,3.6,1297.4,11.1,175.5,1094.7,16.1
ORISSA,1919,59.8,56.6,29.5,30.2,72,332.3,354.7,492.2,138.3,89.8,99.7,2.8,1758.1,116.4,131.7,1317.6,192.4
ORISSA,1920,3.3,18.2,50.7,26.9,51.2,173.2,561.4,303.9,167.2,44.9,1.6,0,1402.6,21.5,128.8,1205.8,46.5
ORISSA,1921,48.7,1.1,1.7,26.4,19.5,210.2,321.9,289.1,338.2,62.9,4.4,0,1324,49.7,47.7,1159.4,67.2
ORISSA,1922,20,0.2,1.9,13.9,46.6,247,431.8,295.4,328.8,50.9,30,0.1,1466.5,20.2,62.4,1302.9,81
ORISSA,1923,0.2,66.3,9.6,17.1,34.4,106.7,288.7,333,210.5,112.6,74.8,4.7,1258.6,66.4,61.1,939,192.1
ORISSA,1924,30.2,5.9,1.3,15.7,83.9,95.3,228.5,312.4,232,106,152.3,0,1263.4,36.1,100.8,868.1,258.3
ORISSA,1925,2,0,6,52.2,111.8,353.5,433.7,429.9,201.5,201.8,4.8,10.7,1807.8,2,170,1418.6,217.2
ORISSA,1926,34.8,11.3,83.2,34.1,59.2,71.7,296.5,565.3,288.9,88.1,0,2.6,1535.8,46.1,176.5,1222.4,90.7
ORISSA,1927,3,27.2,8.1,12.6,51.6,241.8,454.5,431.5,181,92.2,22.1,0,1525.5,30.2,72.2,1308.8,114.3
ORISSA,1928,4.6,4.6,6.3,62.8,68.8,266.7,468.8,266.1,226.5,208,1.7,0.6,1585.6,9.3,137.9,1228.2,210.3
ORISSA,1929,18,18.8,4.5,25,37.8,193.4,525,423.4,190.9,185.7,0,15.3,1637.8,36.8,67.2,1332.7,201.1
ORISSA,1930,0.2,12.1,9.9,33.4,38,177.5,357.5,333.7,287.5,50.5,143.1,2.7,1446.4,12.4,81.4,1156.3,196.3
ORISSA,1931,7.4,36.8,20.7,18.6,44.3,108,239.9,511,197,233.4,59.5,0.4,1477.2,44.2,83.6,1055.9,293.4
ORISSA,1932,0.2,34,9.9,26.9,67.4,116.5,474.7,271,246.3,57.3,136,0,1440.2,34.3,104.1,1108.6,193.3
ORISSA,1933,17.8,57.4,7.9,25.5,136.5,288.6,404.8,448.6,294.7,138.1,20,11.1,1851,75.2,169.9,1436.7,169.2
ORISSA,1934,0.1,1.4,4.2,11,21,230.6,371.8,425.4,300.1,102.6,17.4,3.3,1488.9,1.5,36.2,1327.9,123.3
ORISSA,1935,1.1,10.2,12.4,42.1,16.2,135.5,531.3,212.8,237.8,17.5,0.1,2.3,1219.4,11.3,70.7,1117.5,19.9
ORISSA,1936,16.8,42.9,11.7,7.9,155.3,477.6,360.1,384.9,247.3,154.4,11.5,5.5,1876,59.7,174.9,1469.9,171.4
ORISSA,1937,0,89,28.4,66.9,64.9,235.2,430.6,290,285.8,75.5,0.8,0.3,1567.3,89,160.2,1241.6,76.5
ORISSA,1938,11,16.8,14,14.5,119.6,229.6,267.2,339.8,226.4,179,23.7,0,1441.6,27.8,148.1,1063,202.7
ORISSA,1939,8.1,10.9,34.9,26.3,19.1,196.9,411.9,410.1,242.1,181.2,19.3,2.8,1563.4,18.9,80.2,1260.9,203.3
ORISSA,1940,0,35.3,70.1,29.1,133.1,286.2,532.6,395.9,133.3,58.3,3.3,10.5,1687.7,35.3,232.3,1348,72.1
ORISSA,1941,28.3,1.4,8.2,14.5,62.3,288.2,356.5,272.4,186,155.9,61.5,0.1,1435.2,29.7,85,1103,217.5
ORISSA,1942,4.7,18.6,2.5,37.6,29.6,156.8,423.8,379.8,256.4,62.7,75.4,0.1,1448.3,23.4,69.8,1216.9,138.3
ORISSA,1943,63.9,4.1,11.9,68.9,54.6,200.3,413.3,382.9,294.7,71.8,20.1,0,1586.5,68,135.3,1291.2,92
ORISSA,1944,35.1,72.9,75.3,46.7,32.9,121.9,491.4,415.9,151.5,155.9,8.7,0,1608.1,108,154.8,1180.6,164.6
ORISSA,1945,20.3,4.7,0.1,50.6,58,152.6,387.1,270.3,405.9,176.1,2.5,10.4,1538.6,25,108.7,1215.9,189
ORISSA,1946,0,2.6,5.2,104.2,83.7,249.7,345.5,399.2,248,143.2,33.3,0.3,1614.9,2.6,193.1,1242.3,176.8
ORISSA,1947,21.8,19.3,14.7,17.3,38.5,210.9,341.5,374.9,173.3,127.1,10.3,61.3,1410.9,41.1,70.4,1100.7,198.6
ORISSA,1948,14,36.1,13.5,28.5,60.7,164.8,289.4,312.4,257.6,82.5,74.2,0.2,1333.8,50.1,102.7,1024.1,156.9
ORISSA,1949,0.9,3.1,8.7,35.1,78.1,140.7,248.9,307.1,303.1,222.1,1.1,0,1348.9,4,121.8,999.8,223.3
ORISSA,1950,0,21.2,69.7,7.7,49.4,199.4,326.9,327.4,197.9,55.1,138.1,0,1392.8,21.2,126.8,1051.6,193.2
ORISSA,1951,2.2,0,89.7,37.1,48,172.5,339.1,349.5,165.5,155.6,37.1,0,1396.2,2.2,174.8,1026.6,192.6
ORISSA,1952,0.3,9.5,26.2,53.2,44.4,187.1,356.4,352,307.9,176.6,2.2,1.1,1516.7,9.8,123.7,1203.4,179.9
ORISSA,1953,39.9,5.9,0.2,13.8,23.7,182.8,318.9,512.1,231.5,59.2,49.8,0,1437.7,45.8,37.7,1245.3,109
ORISSA,1954,0.6,6.2,8.6,19.2,50.2,163.2,211.7,271.9,344,118.2,0,14.2,1208,6.8,78.1,990.8,132.4
ORISSA,1955,0.1,0.2,8.4,29.6,76.5,201.7,238,355.9,371.4,262.7,52.3,0.3,1597,0.3,114.4,1167,315.3
ORISSA,1956,1.4,37.9,18.2,11.9,118.1,345.2,470,434.5,249.8,191.7,6.7,0,1885.4,39.3,148.2,1499.5,198.4
ORISSA,1957,12.3,26.6,30.4,12.4,33.6,153.5,349.2,415.4,194.5,49.5,0.1,0,1277.5,39,76.3,1112.7,49.6
ORISSA,1958,11.5,42.8,16,32.8,39,125.2,404.1,319.1,364.2,217.4,51.8,0.1,1624,54.3,87.8,1212.6,269.3
ORISSA,1959,28.5,2.4,2.7,22.2,47.1,202.7,357.4,341.6,316.5,170.5,1.5,2.7,1495.9,30.9,72.1,1218.2,174.7
ORISSA,1960,5.4,0.8,51.6,12.4,42.7,211.4,444.1,461.7,214.6,130.8,3.6,13.9,1593,6.2,106.8,1331.8,148.2
ORISSA,1961,15.9,116.2,3.2,15.9,59.7,324.8,406.2,327.9,483.2,178.2,11.3,2.7,1945.3,132.1,78.9,1542.1,192.2
ORISSA,1962,8.3,5.1,19.8,35.9,34.1,192.7,379,263.2,237.3,164,2.5,4.7,1346.5,13.4,89.8,1072.2,171.2
ORISSA,1963,0.2,6.9,9.1,47,90,218.7,310.6,361.9,306.9,204.9,3.9,2,1562,7,146.1,1198.1,210.8
ORISSA,1964,1.7,28.3,11.9,33.2,48.8,142.5,372.4,427.9,195.5,84.1,8.2,0,1354.7,30,94,1138.3,92.3
ORISSA,1965,10.6,17.3,59.1,37.9,37.6,123.1,392.9,187.3,222.9,83.9,1,1,1174.7,27.8,134.7,926.2,85.9
ORISSA,1966,49.9,3.6,0.9,28,37.9,306.3,340.2,211,155.9,78.9,63.4,10.9,1286.8,53.5,66.8,1013.4,153.2
ORISSA,1967,70.9,0.4,87.7,40.9,25.7,233.3,315.3,340.7,281.8,18.3,1.8,10.7,1427.5,71.4,154.3,1171,30.8
ORISSA,1968,33.4,29.7,20.7,26.5,45.7,186.7,311.6,335.4,236.6,191.6,45.5,0.7,1464.1,63.1,92.9,1070.3,237.8
ORISSA,1969,0.7,1,4,27.3,80.7,158.6,432.5,293.5,197.7,41.8,38.9,6.4,1283.2,1.7,112.1,1082.3,87.1
ORISSA,1970,4.6,27.5,47.2,32.3,60.8,307.9,307.8,348.8,205.9,66.9,2.4,0.2,1412.3,32.1,140.2,1170.5,69.5
ORISSA,1971,16.1,23.5,1.9,76.9,82.2,290.8,290.9,411,171.5,229.9,2.1,0,1596.8,39.6,161,1164.2,232.1
ORISSA,1972,0,22,2.6,25.9,16.3,133.9,333.9,383.4,282.7,83.1,40.9,0.3,1324.9,22,44.8,1133.8,124.4
ORISSA,1973,1.7,5.7,33.4,8.7,67.5,103.2,434.9,380.9,266.5,244.7,13.3,13,1573.5,7.3,109.7,1185.4,271
ORISSA,1974,0,1.3,27.4,12.1,44.8,128.9,223.3,306.5,131.7,103,8,0,987,1.3,84.3,790.4,111.1
ORISSA,1975,1.8,17.7,21.5,18.2,18.4,193.3,279.5,437,251.7,135.1,17.5,0.3,1392,19.5,58.1,1161.4,153
ORISSA,1976,0,10.1,10.5,25.9,57.9,108.1,347.8,374.1,172.6,36.8,32.8,2.4,1178.8,10.1,94.3,1002.5,72
ORISSA,1977,4.9,5,5.4,50.7,124.9,181.4,355.4,335.7,256.6,61.5,87,9.4,1477.9,9.9,181.1,1129.1,157.8
ORISSA,1978,4,31,45.3,28.7,37.4,183.5,336.2,462.1,199,80.1,21.8,9.8,1439,35,111.5,1180.8,111.7
ORISSA,1979,6.7,14.9,3.2,22.7,25.1,198.5,240.2,251.8,171.7,46.5,7.3,7.4,995.9,21.5,50.9,862.2,61.2
ORISSA,1980,10.8,9.2,41.7,23.2,59.9,325.5,367.6,228.1,302.1,86.6,3,5.2,1462.9,20,124.8,1223.3,94.8
ORISSA,1981,25.8,13.6,67.1,45.7,85,189.2,238.3,348.1,257.1,18.8,0.4,6.5,1295.7,39.4,197.8,1032.7,25.7
ORISSA,1982,5.5,32.3,80.1,51.8,38.2,191.4,223.2,466.4,129.8,33.8,6.1,0,1258.5,37.8,170.1,1010.7,39.8
ORISSA,1983,1.9,55,22.1,47.6,67.6,153,273.1,379.5,324.6,100.7,2,5,1432,56.9,137.3,1130.1,107.7
ORISSA,1984,9.3,6.7,3.4,46,34.6,302.6,369.5,422.3,127.3,55.4,0,0.3,1377.6,16,84.1,1221.8,55.7
ORISSA,1985,24.2,35,4.7,16.4,52.9,195.4,305.7,460.9,335.2,175.8,1.1,0,1607.3,59.2,74,1297.2,176.9
ORISSA,1986,25.8,35.8,12.6,41.9,74.5,291.7,348.7,301.8,183,134.9,92.2,17,1560,61.6,129.1,1125.2,244.1
ORISSA,1987,10.6,3.6,18.4,30.3,55.3,112.3,338.8,190.3,150.2,83.9,102.3,1.7,1097.6,14.1,104,791.6,187.9
ORISSA,1988,0.1,49.4,23.7,55.1,58.9,247.9,286.1,268.6,252.5,63,1.6,0,1306.9,49.5,137.7,1055.1,64.6
ORISSA,1989,0,0.1,12.9,5,81.2,332.5,271.7,369.9,196.1,28.6,0,1.7,1299.7,0.1,99.2,1170.2,30.2
ORISSA,1990,0.4,50,89.8,57.3,178.1,237.2,282.9,371.4,260.7,245.6,130.7,1,1905,50.3,325.2,1152.3,377.2
ORISSA,1991,20,2.8,21.8,29.6,36.2,149.5,458.5,439,181.5,93.5,32.9,7.3,1472.8,22.8,87.7,1228.6,133.7
ORISSA,1992,6.1,16.9,1.7,16.1,66,177.2,394.9,385.1,191.8,63.7,9.9,0,1329.5,23,83.8,1149.1,73.6
ORISSA,1993,0,1.3,11.4,56.1,82.2,257.5,328.5,327,287.9,88.7,7.5,0,1448,1.3,149.6,1200.9,96.2
ORISSA,1994,4.1,28.6,6.2,48.1,46.3,299.4,474,463.9,292.6,69.1,12.3,0.1,1744.6,32.6,100.6,1529.9,81.5
ORISSA,1995,50.1,17.6,21.1,23.6,293,112.3,322.6,316.6,202.7,149.7,103.4,1.3,1614,67.7,337.7,954.3,254.3
ORISSA,1996,14.6,10.1,11.7,28.1,28.6,211.9,264.8,319.4,113.2,49.9,8.4,0.9,1061.8,24.8,68.4,909.3,59.3
ORISSA,1997,17.9,5.3,31.9,77.8,33,197.6,303.4,479.9,234.6,37,27.4,58.8,1504.5,23.2,142.7,1215.5,123.2
ORISSA,1998,31.5,28.3,52.4,43.4,53.4,176.4,277.6,203.5,277.3,139.6,73.8,0,1357.1,59.8,149.1,934.8,213.4
ORISSA,1999,0.1,0.7,0.9,3.2,164.8,222.9,270.2,325.9,266.4,215.4,13.9,0,1484.3,0.8,168.9,1085.3,229.3
ORISSA,2000,0.9,33.3,1.1,21.3,74.7,233.7,272.3,273.6,158,26.6,1.6,0.1,1097.2,34.2,97,937.6,28.3
ORISSA,2001,0.4,1.4,32.3,28.7,71,336.1,584.2,380.9,132,86.8,18.7,0,1672.5,1.8,132,1433.2,105.6
ORISSA,2002,11.7,0.2,13.1,25.1,67.5,182.4,170.2,371.2,206.5,47.1,7.8,0,1102.8,11.9,105.7,930.2,54.9
ORISSA,2003,0.1,16.2,21.6,24.7,22.6,178.9,367.5,425.1,264.3,287.4,11,28.8,1648.2,16.3,68.9,1235.7,327.3
ORISSA,2004,6.8,8,6.4,49.2,29.7,216.4,328,346.4,148.1,149.6,1.8,0,1290.4,14.8,85.3,1038.9,151.4
ORISSA,2005,29.4,4,24.3,20.9,44.9,199.4,410.3,201,342.8,206.9,12.4,7.1,1503.4,33.4,90.1,1153.5,226.4
ORISSA,2006,0.2,0,29.9,25,105.6,175.2,454,624.9,254.7,26.4,21,0,1716.9,0.2,160.5,1508.8,47.4
ORISSA,2007,0.7,32.5,8,21,62.8,321,285.1,420.6,401.7,66.4,14,0,1633.8,33.2,91.8,1428.4,80.4
ORISSA,2008,27.5,10.4,17.5,28.2,37.4,343.5,306.4,388.3,355,22.1,2.7,0,1538.9,37.9,83.1,1393.2,24.8
ORISSA,2009,1.9,0.5,2.7,1.1,68.2,87.3,586,286.9,162.5,105.8,27.3,0.1,1330.3,2.4,72,1122.7,133.2
ORISSA,2010,8.8,1.2,5.6,7.8,93,146.4,304.9,282.7,236,133,35.6,37.2,1291.9,9.9,106.4,969.9,205.7
ORISSA,2011,3.7,16.2,4.9,58.2,75.6,210.1,199.6,358.6,398.7,20.2,0.1,0.4,1346.2,19.8,138.7,1167,20.7
ORISSA,2012,50.8,3.6,0.9,34.8,21.3,169.6,324.3,417,242.4,66,72.1,3.1,1405.9,54.4,57,1153.3,141.3
ORISSA,2013,3.3,7.8,2.1,53.6,57.7,272.6,380,254.9,208.1,391,1.2,0,1632.4,11.2,113.4,1115.6,392.2
ORISSA,2014,0,17.6,25.1,11.7,111.9,92.2,496.2,386.3,281.1,111.8,2.2,0.9,1536.9,17.7,148.7,1255.7,114.8
ORISSA,2015,15.1,3.3,10.5,67.6,32.6,238.6,294.8,264,237,24.7,6.2,15.6,1210.1,18.4,110.7,1034.5,46.5
JHARKHAND,1901,92.7,66.6,11.1,18.4,33.5,70.9,269.4,415.1,248,37.3,11.5,0,1274.5,159.3,63,1003.4,48.8
JHARKHAND,1902,4.2,7.7,13.2,28.5,59.8,89.9,456.1,204.9,306.6,17.6,5.9,3.2,1197.6,11.9,101.5,1057.5,26.7
JHARKHAND,1903,25.1,19.5,10.7,32.8,56.4,142.1,206.1,280.8,190.2,210.1,0.5,0,1174.3,44.6,99.9,819.3,210.6
JHARKHAND,1904,2.5,17,38.1,9.1,116.1,308.9,494.1,336.1,125.6,30.6,2.3,0.4,1480.7,19.6,163.3,1264.6,33.3
JHARKHAND,1905,38.4,53.3,61.6,32.9,66.2,41.5,420.3,293.7,322.8,21.3,0,2.7,1354.7,91.7,160.7,1078.3,24
JHARKHAND,1906,45.8,128.5,35.9,1.7,33.9,170.9,355.6,251.6,185.4,96.8,7.1,1.1,1314.3,174.3,71.5,963.5,105
JHARKHAND,1907,2,59.3,76,26.3,27.4,338.1,230.4,469.4,200.2,1.7,0,24.8,1455.7,61.4,129.7,1238.1,26.5
JHARKHAND,1908,12.2,46.4,4.8,0.6,48.6,210.1,326.2,368,171.6,25.5,0.1,0.1,1214.2,58.7,54,1075.9,25.6
JHARKHAND,1909,32.2,10.1,0.9,78.8,27.2,314,319.9,360.3,267.8,23.4,0,13.3,1447.9,42.3,106.9,1262,36.7
JHARKHAND,1910,20.7,9,2.4,24.4,43.7,255.5,268.6,334.5,244.7,84.2,9.4,0.3,1297.6,29.7,70.5,1103.3,94
JHARKHAND,1911,0.7,0.2,31.5,7.7,25.5,391.6,164.2,410.3,303.5,100.5,39.7,0,1475.4,0.9,64.7,1269.6,140.2
JHARKHAND,1912,1.7,25.1,15.2,29.7,42.4,125.2,361.7,347.6,108.7,34.3,51.2,0,1142.9,26.9,87.4,943.2,85.5
JHARKHAND,1913,1.9,111.6,40.1,1,77.9,375.5,321.3,383.8,164.3,73.8,18.3,16.3,1585.6,113.5,118.9,1244.8,108.4
JHARKHAND,1914,0.1,24.6,19.4,23.6,150.1,123.8,354.4,337,159.5,16.7,0,6.2,1215.5,24.8,193.1,974.7,23
JHARKHAND,1915,7.7,36.7,33.4,10.7,58.6,149.7,270.2,220.5,214.7,60,39.9,0.1,1102.3,44.4,102.7,855.1,100
JHARKHAND,1916,0,14.3,0.2,17.1,22.6,283.5,224.9,303.2,231.5,253.2,13.8,0,1364.3,14.3,39.9,1043.1,267
JHARKHAND,1917,1.7,40.1,17.1,9,107.1,287,359.5,372.8,251.2,277.1,1.2,0.5,1724.4,41.8,133.2,1270.5,278.8
JHARKHAND,1918,4.2,2.4,3.6,15.5,78.5,324,149.7,406.7,175.9,1.7,0,0.5,1162.6,6.5,97.6,1056.3,2.2
JHARKHAND,1919,102.9,16.2,23.5,19,67.9,367.3,331.8,398.2,215.7,87.4,3.4,0.1,1633.5,119.1,110.4,1313,91
JHARKHAND,1920,0,19.5,62.6,8.8,41.9,109.4,660.2,321.6,184.7,6.3,0,0,1415,19.5,113.3,1275.9,6.3
JHARKHAND,1921,37.1,11,1.4,20.8,12.9,228.2,325.2,391.5,182.8,22.8,0,0,1233.8,48.1,35.2,1127.7,22.8
JHARKHAND,1922,8.2,6.2,0,14.5,19.5,305.3,404.7,365.9,250,58.8,9.2,0.9,1443.2,14.4,34,1325.9,68.9
JHARKHAND,1923,0.7,68.3,5.3,5.1,26.7,186,398.4,552.5,124,46,18.2,0.6,1431.9,69,37.1,1260.9,64.8
JHARKHAND,1924,23,16.6,1.9,12.2,26.3,148.7,431.8,269.6,323.6,75.1,103.1,0,1431.8,39.5,40.4,1173.7,178.2
JHARKHAND,1925,4.7,6.1,12.1,37.1,84.6,196.5,428.3,314,172.5,63.5,7.7,0.5,1327.6,10.8,133.8,1111.3,71.7
JHARKHAND,1926,33.5,3.4,95,13.5,41.5,55.7,466.5,391.2,309.6,44.6,2.9,21,1478.4,36.9,150,1223,68.5
JHARKHAND,1927,27.9,99,31.6,2.9,41.7,92.3,452.5,311.6,156.4,51.4,15.8,0,1283.1,126.8,76.3,1012.8,67.2
JHARKHAND,1928,51.4,11.8,3,26.4,48.1,313.4,396.7,213.7,131.7,183.3,0.1,4.4,1384,63.2,77.4,1055.5,187.8
